woman_id,age,myth_injection_causes_infertility,myth_contraceptives_cause_health_problems,myth_contraceptives_harm_womb,myth_contraceptives_reduce_sexual_urge,myth_contraceptives_cause_cancer,myth_contraceptives_cause_deformed_babies,myth_contraceptives_are_dangerous
1,24.0,,,,,,,
2,25.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree
3,28.0,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree
4,19.0,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
5,29.0,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree
6,31.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
7,33.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree
8,22.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree
9,22.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
11,35.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree
12,23.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
13,27.0,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree
14,26.0,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
15,45.0,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree
16,44.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
17,47.0,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree
18,46.0,,,,,,,
19,40.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
20,18.0,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree
21,24.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree
22,46.0,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
23,40.0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree
24,20.0,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree
25,49.0,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
26,23.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
27,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
28,24.0,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree
29,28.0,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree
30,28.0,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree
31,28.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
32,20.0,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
33,28.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
34,17.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree
35,,,,,,,,
36,49.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
37,31.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
38,40.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
41,24.0,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
42,36.0,Disagree,Disagree,,Agree,Strongly Agree,Agree,Agree
43,42.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
44,36.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
47,41.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
48,24.0,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree
49,31.0,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree
50,20.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
51,21.0,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree
52,25.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
53,46.0,,,,,,,
54,25.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree
56,24.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
58,23.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
60,17.0,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
63,34.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
64,18.0,,,,,,,
65,20.0,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree
66,24.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
67,22.0,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
68,20.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
69,28.0,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree
70,21.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
71,29.0,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
74,29.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree
75,26.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
76,39.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree
77,37.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
79,36.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
80,34.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
81,18.0,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
82,29.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree
83,,,,,,,,
84,27.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
85,41.0,,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
86,47.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
87,41.0,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
88,22.0,Disagree,Agree,Disagree,Disagree,Disagree,,Strongly Disagree
89,22.0,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
90,25.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
91,36.0,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
92,15.0,Agree,Agree,Agree,Disagree,Agree,Agree,Agree
93,25.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
94,38.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree
95,22.0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
96,28.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
97,46.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
98,19.0,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
99,22.0,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree
100,28.0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
101,21.0,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
102,45.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
103,24.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
104,26.0,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
105,44.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
106,18.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
107,38.0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
108,46.0,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree
110,27.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
111,20.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
112,48.0,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
113,30.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
114,46.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
115,22.0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
116,32.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
117,20.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree
118,22.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
119,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree
120,33.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
121,15.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
122,26.0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree
123,24.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
124,16.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
125,26.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
126,40.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
127,17.0,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree
128,22.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
129,,,,,,,,
130,40.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree
131,26.0,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree
132,20.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
133,42.0,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree
134,16.0,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree
135,26.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
136,20.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
137,31.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
138,40.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
139,25.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
140,26.0,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
141,26.0,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree
142,30.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
143,30.0,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree
144,19.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
145,28.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree
146,17.0,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree
147,32.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree
148,36.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
149,17.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
150,22.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
151,48.0,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree
152,41.0,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
153,35.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
155,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
156,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
157,44.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree
158,27.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
159,31.0,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree
160,26.0,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree
161,18.0,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree
162,26.0,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
164,21.0,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
165,22.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
166,23.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree
167,40.0,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree
168,29.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
169,39.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
170,15.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree
171,35.0,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree
172,26.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
174,18.0,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
175,15.0,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree
177,15.0,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
179,15.0,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
180,24.0,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree
181,44.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
182,19.0,Agree,Agree,Agree,Disagree,Agree,Agree,Agree
183,21.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree
185,23.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
186,20.0,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
187,24.0,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
188,44.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
189,22.0,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree
190,24.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
191,21.0,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree
192,44.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
193,42.0,,,,,,,
194,25.0,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree
195,44.0,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree
196,42.0,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree
197,22.0,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
198,19.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
199,37.0,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree
200,18.0,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree
201,18.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree
202,16.0,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree
203,27.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
204,23.0,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
205,47.0,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
206,36.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree
207,44.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
208,32.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
209,16.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
210,23.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree
211,19.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
212,15.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
213,23.0,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
214,21.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
215,21.0,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
216,43.0,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree
217,15.0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
218,47.0,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree
219,49.0,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
220,15.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
221,15.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
222,,,,,,,,
223,44.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree
224,17.0,Agree,,Disagree,Disagree,Disagree,Strongly Agree,Agree
225,32.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
226,31.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
227,33.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
228,26.0,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
229,18.0,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree
230,33.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree
231,,,,,,,,
232,35.0,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
233,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
234,41.0,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
235,28.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
236,18.0,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
237,20.0,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree
238,19.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
239,31.0,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
240,24.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
241,45.0,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
242,24.0,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
243,28.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
244,30.0,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree
245,34.0,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
246,38.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
247,15.0,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
248,23.0,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree
249,16.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree
250,43.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
251,16.0,,,,,,,
252,23.0,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree
253,49.0,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
254,19.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
255,40.0,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
256,42.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
257,22.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree
258,27.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree
259,24.0,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
260,44.0,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree
261,22.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree
262,20.0,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree
263,27.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
264,48.0,,,,,,,
265,30.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
266,33.0,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree
267,30.0,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
268,25.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree
269,46.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
270,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
271,22.0,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
272,15.0,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
273,36.0,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree
274,20.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
276,40.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
277,37.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
278,33.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
279,40.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
280,34.0,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
281,30.0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
283,40.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
284,28.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree
285,37.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree
286,34.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
287,32.0,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
288,27.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree
289,24.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
290,49.0,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
291,43.0,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
292,27.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
293,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
294,44.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
296,21.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree
297,16.0,,,,,,,
298,30.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree
299,29.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
300,45.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
301,47.0,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree
303,25.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
304,34.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
305,49.0,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
306,44.0,,,,,,,
307,15.0,Agree,Agree,Agree,Disagree,Agree,Agree,Agree
308,20.0,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
310,24.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
311,26.0,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
312,21.0,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree
314,43.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
315,24.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
316,26.0,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree
317,25.0,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree
318,36.0,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
320,35.0,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree
321,25.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree
